rank,stadium,capacity,region,country,city,images,home_team,rank,stadium,capacity,region,country,city,images,home_team,altitude,longitude
62,Mercedes-Benz Stadium,71000.0,North America,United States,"Atlanta, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Mercedes_Benz_Stadium_interior_2017-08-25_1.jpg/220px-Mercedes_Benz_Stadium_interior_2017-08-25_1.jpg,"Atlanta United FC, Atlanta Falcons",62.0,62.0,0.0,"70,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02855399516179,-84.14617505435568
63,Olympic National Sports Complex Stadium,70000.0,Europe,Ukraine,Kyiv,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Kyiv_NSC_Olimpiyskyi_5.jpg/220px-Kyiv_NSC_Olimpiyskyi_5.jpg,"Ukraine national football team, FC Dynamo Kyiv",63.0,63.0,0.0,"69,950",East Asia,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
64,Phnom Penh Olympic Stadium,70000.0,Southeast Asia,Cambodia,Phnom Penh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/A_football_match_at_the_Olympic_Stadium%2C_Phnom_Penh_%28Chetra_Chap%2C_2015%29._%2819104466005%29.jpg/220px-A_football_match_at_the_Olympic_Stadium%2C_Phnom_Penh_%28Chetra_Chap%2C_2015%29._%2819104466005%29.jpg,Cambodia national football team,64.0,64.0,0.0,"69,870",West Asia,Azerbaijan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
65,SoFi Stadium,70000.0,North America,United States,"Inglewood, California",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/SoFi_Stadium_interior_2021.jpg/220px-SoFi_Stadium_interior_2021.jpg,,65.0,65.0,0.0,"69,618",Europe,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
66,Seoul Olympic Stadium,69950.0,East Asia,South Korea,Seoul,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/%E8%9A%95%E5%AE%A4_03.jpg/220px-%E8%9A%95%E5%AE%A4_03.jpg,,66.0,66.0,0.0,"69,250",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,42.6393317,2.8713639
67,Bakı Olimpiya stadionu,69870.0,West Asia,Azerbaijan,Baku,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Chelsea_won_UEFA_Europa_League_final_at_Olympic_Stadium_and_President_Ilham_Aliyev_watched_the_final_match_16.jpg/220px-Chelsea_won_UEFA_Europa_League_final_at_Olympic_Stadium_and_President_Ilham_Aliyev_watched_the_final_match_16.jpg,Azerbaijan national football team,67.0,67.0,0.0,"69,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.028551781650464,-84.14636628831926
68,Olympic Stadium,69618.0,Europe,Greece,"Marousi, Attica",NO_IMAGE,Greece national football team,68.0,68.0,0.0,"68,954",North America,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.0285513389482,-84.14640453511197
69,Olympiastadion München,69250.0,Europe,Germany,Munich,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/M%C3%BCnchener_Olympiastadion.jpg/220px-M%C3%BCnchener_Olympiastadion.jpg,,69.0,69.0,0.0,"68,756",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02855089624593,-84.14644278190468
70,Lumen Field,69000.0,North America,United States,"Seattle, Washington",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Qwest_Field_North.jpg/220px-Qwest_Field_North.jpg,"Seattle Sounders FC, Seattle Seahawks",70.0,70.0,0.0,"68,560",West Asia,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
71,Estadio Olímpico Universitario,68954.0,North America,Mexico,Mexico City,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Estadio_Pumas.jpg/220px-Estadio_Pumas.jpg,UNAM Pumas,71.0,71.0,0.0,"68,532",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.0285500108414,-84.14651927549012
72,Gillette Stadium,68756.0,North America,United States,"Foxborough, Massachusetts",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Stadiumguillete_%28cropped%29.jpg/220px-Stadiumguillete_%28cropped%29.jpg,"New England Patriots, New England Revolution",72.0,72.0,0.0,"68,500",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.028549568139134,-84.14655752228283
73,King Abdullah Sports City Stadium,68560.0,West Asia,Saudi Arabia,Jeddah,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Jawhara_Stadium.jpg/220px-Jawhara_Stadium.jpg,"Saudi Arabia national football team, Al-Ahli Saudi FC, Al-Ittihad Club (Jeddah)",73.0,73.0,0.0,"68,400",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02854912543687,-84.14659576907555
74,Lincoln Financial Field,68532.0,North America,United States,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/USA-Turkey-Linc.jpg/220px-USA-Turkey-Linc.jpg,"Philadelphia Eagles, Temple Owls football",74.0,74.0,0.0,"68,134",Europe,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,46.1799158,6.2448982
75,Levi's Stadium,68500.0,North America,United States,"Santa Clara, California",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Entering_Levi%27s_Stadium.JPG/220px-Entering_Levi%27s_Stadium.JPG,San Francisco 49ers,75.0,75.0,0.0,"68,000",South Asia,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,6.75428705,125.2819587299438
76,Acrisure Stadium,68400.0,North America,United States,Pittsburgh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Heinz_Field_NHL_Winter_Classic.jpg/220px-Heinz_Field_NHL_Winter_Classic.jpg,"Pittsburgh Steelers, Pittsburgh Panthers football",76.0,76.0,0.0,"68,000",East Asia,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
77,Krestovsky Stadium,68134.0,Europe,Russia,Saint Petersburg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Fina-l2017.jpg/220px-Fina-l2017.jpg,FC Zenit Saint Petersburg,77.0,77.0,0.0,"67,814",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.028549305060025,-84.14674874470681
78,Japan National Stadium,68000.0,East Asia,Japan,Tokyo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Drones_durante_a_abertura_das_Olimp%C3%ADadas_de_T%C3%B3quio.jpg/220px-Drones_durante_a_abertura_das_Olimp%C3%ADadas_de_T%C3%B3quio.jpg,,78.0,78.0,0.0,"67,394",Europe,France,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,48.804488750000004,2.131105134062209
79,TIAA Bank Field,67814.0,North America,United States,"Jacksonville, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/2009_Gator_Bowl.jpg/220px-2009_Gator_Bowl.jpg,Jacksonville Jaguars,79.0,79.0,0.0,"67,215",Europe,Hungary,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
80,Cívitas Metropolitano,67703.0,Europe,Spain,Madrid,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Wanda-Metropolitano.jpg/220px-Wanda-Metropolitano.jpg,"Atlético Madrid, Rayo Majadahonda",80.0,80.0,0.0,"67,144",Europe,Scotland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
81,Stade Vélodrome,67394.0,Europe,France,Marseille,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Stade_V%C3%A9lodrome_1.jpg/220px-Stade_V%C3%A9lodrome_1.jpg,Olympique de Marseille,81.0,81.0,0.0,"67,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.028552885958206,-84.14690170021467
82,Puskás Aréna,67215.0,Europe,Hungary,Budapest,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Pusk%C3%A1s_Ar%C3%A9na_01.jpg/220px-Pusk%C3%A1s_Ar%C3%A9na_01.jpg,Hungary national football team,82.0,82.0,0.0,"66,975",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02731426025443,-84.14437058530515
83,Murrayfield Stadium,67144.0,Europe,Scotland,Edinburgh,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Murrayfield_Stadium_-_geograph.org.uk_-_1246737.jpg/220px-Murrayfield_Stadium_-_geograph.org.uk_-_1246737.jpg,Scotland national rugby union team,83.0,83.0,0.0,"66,965",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02855467640729,-84.14697817796859
84,Lucas Oil Stadium,67000.0,North America,United States,"Indianapolis, Indiana",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/LucasOilStadiumTheLuke.jpg/220px-LucasOilStadiumTheLuke.jpg,Indianapolis Colts,84.0,84.0,0.0,"66,833",West Asia,Iran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
85,Estádio do Morumbi,66975.0,South America,Brazil,"São Paulo, São Paulo",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Estadio_Morumbi_2014.jpg/220px-Estadio_Morumbi_2014.jpg,São Paulo FC,85.0,85.0,0.0,"66,704",East Asia,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
86,The Dome,66965.0,North America,United States,St. Louis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/2005_NCAA_North_Carolina_v_Michigan_State.JPG/220px-2005_NCAA_North_Carolina_v_Michigan_State.JPG,St. Louis BattleHawks,86.0,86.0,0.0,"66,655",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.028557362080925,-84.14709289459948
87,Yadegar-e-Emam Stadium,66833.0,West Asia,Iran,Tabriz,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Yadegar_Emam_stadium_at_night_-_panoramio.jpg/220px-Yadegar_Emam_stadium_at_night_-_panoramio.jpg,Tractor Sazi FC,87.0,87.0,0.0,"66,422",East Asia,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
88,Seoul World Cup Stadium,66704.0,East Asia,South Korea,Seoul,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/AFC_Champions_League_Final_1st_leg.jpg/220px-AFC_Champions_League_Final_1st_leg.jpg,FC Seoul,88.0,88.0,0.0,"66,161",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
89,US Bank Stadium,66655.0,North America,United States,Minneapolis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Looking_South-US_Bank_Stadium.jpg/220px-Looking_South-US_Bank_Stadium.jpg,Minnesota Vikings,89.0,89.0,0.0,"66,000",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,48.1962367,3.3069347
90,Daegu Stadium,66422.0,East Asia,South Korea,Daegu,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Daegu.Stadium.original.2167.jpg/220px-Daegu.Stadium.original.2167.jpg,Daegu FC,90.0,90.0,0.0,"65,847",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.0285609429791,-84.14724585010732
91,Workers' Stadium,66161.0,East Asia,China,Beijing,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/New_Workers%27_Stadium_under_construction_%2820221025141129%29.jpg/220px-New_Workers%27_Stadium_under_construction_%2820221025141129%29.jpg,"Beijing Guoan FC, China national football team",91.0,91.0,0.0,"65,326",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02856183820364,-84.14728408898429
92,London Stadium,66000.0,Europe,England,London,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/London_Stadium_panorama_picture.jpg/220px-London_Stadium_panorama_picture.jpg,West Ham United F.C.,92.0,92.0,0.0,"65,255",North America,Canada,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02856273342819,-84.14732232786126
93,Raymond James Stadium,65847.0,North America,United States,"Tampa, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/RaymondJamesStadium2022.jpg/220px-RaymondJamesStadium2022.jpg,"Tampa Bay Buccaneers, South Florida Bulls football, Tampa Bay Vipers",93.0,93.0,0.0,"65,227",West Asia,Iraq,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
94,Estádio da Luz,65647.0,Europe,Portugal,Lisbon,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/LuzLissabon.jpg/220px-LuzLissabon.jpg,S.L. Benfica,94.0,94.0,0.0,"65,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02856452387728,-84.14739880561518
95,Hard Rock Stadium,65326.0,North America,United States,"Miami Gardens, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Interior_of_updated_Hard_Rock_Stadium.jpg/220px-Interior_of_updated_Hard_Rock_Stadium.jpg,"Miami Dolphins, Miami Hurricanes football",95.0,95.0,0.0,"65,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.028565419101824,-84.14743704449214
96,Olympic Stadium,65255.0,North America,Canada,"Montreal, Quebec",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Montreal_Impact_CONCACAF_FINAL.jpg/220px-Montreal_Impact_CONCACAF_FINAL.jpg,CF Montréal,96.0,96.0,0.0,"65,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,43.02856631432636,-84.1474752833691
97,Basra International Stadium,65227.0,West Asia,Iraq,Basra,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Basra_International_Stadium_Opening_2.JPG/220px-Basra_International_Stadium_Opening_2.JPG,Iraq national football team,97.0,97.0,0.0,"65,000",Africa,Morocco,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.82281687755102,-71.42764148979592
98,Camping World Stadium,65000.0,North America,United States,"Orlando, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Citrus_Bowl%2C_Construction_progress.jpg/220px-Citrus_Bowl%2C_Construction_progress.jpg,,98.0,98.0,0.0,"64,642",Europe,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
99,Alamodome,65000.0,North America,United States,San Antonio,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Alamodome_Conference_USA_Championship.jpg/220px-Alamodome_Conference_USA_Championship.jpg,UTSA Roadrunners football,99.0,99.0,51962.0,"64,000",Africa,Algeria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.822811,-71.427659
100,Ford Field,65000.0,North America,United States,Detroit,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/FordField-2008NCAAtournament-MidwestRegional.jpg/220px-FordField-2008NCAAtournament-MidwestRegional.jpg,Detroit Lions,100.0,100.0,0.0,"63,903",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.466752,-84.18176
101,Stade Ibn Battuta,65000.0,Africa,Morocco,Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Stade_Ibn_Batuta%2C_Tanger.jpg/220px-Stade_Ibn_Batuta%2C_Tanger.jpg,IR Tanger,101.0,101.0,2002.0,"63,700",East Asia,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
102,Stade du 5-juillet-1962,64000.0,Africa,Algeria,Algiers,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Stade_5_Juillet_1962.jpg/220px-Stade_5_Juillet_1962.jpg,Algeria national football team,102.0,102.0,0.0,"62,567",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5141182,15.1040162
103,Castelão,63903.0,South America,Brazil,"Fortaleza, Ceará",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Castel%C3%A3o_Arena_%285%29.jpg/220px-Castel%C3%A3o_Arena_%285%29.jpg,"Ceará SC, Fortaleza EC",103.0,103.0,0.0,"62,303",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
104,Saitama Stadium 2002,63700.0,East Asia,Japan,Saitama,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Saitama_Stadium_Panorama.jpg/220px-Saitama_Stadium_Panorama.jpg,"Urawa Red Diamonds, Saitama Wild Knights",104.0,104.0,0.0,"62,271",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
105,Ellis Park Stadium,62567.0,Africa,South Africa,"Johannesburg, Gauteng",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Warm-ups_at_Brazil_%26_North_Korea_match_at_FIFA_World_Cup_2010-06-15_1.jpg/220px-Warm-ups_at_Brazil_%26_North_Korea_match_at_FIFA_World_Cup_2010-06-15_1.jpg,"Orlando Pirates FC, Emirates Johannesburg Lions",105.0,105.0,0.0,"62,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
106,Tottenham Hotspur Stadium,62303.0,Europe,England,London,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Spurs_stadium_January_2020.jpg/220px-Spurs_stadium_January_2020.jpg,Tottenham Hotspur F.C.,106.0,106.0,0.0,"61,846",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.46658906382979,-84.18209422340425
107,Veltins-Arena,62271.0,Europe,Germany,Gelsenkirchen,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/080110_schalke_arena_germany.JPG/220px-080110_schalke_arena_germany.JPG,FC Schalke 04,107.0,107.0,0.0,"61,781",West Asia,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
108,Yizhong Sports Centre Stadium,62000.0,East Asia,China,"Qingdao, Shandong",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Qingdao_Guoxin_Stadium.jpg/220px-Qingdao_Guoxin_Stadium.jpg,Qingdao Jonoon FC,108.0,108.0,0.0,"61,500",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.734967,-90.50714149028724
109,Mineirão,61846.0,South America,Brazil,"Belo Horizonte, Minas Gerais",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Stadion_Belo_Horizonte_Halbfinale_WM_2014_%2822117986076%29.jpg/220px-Stadion_Belo_Horizonte_Halbfinale_WM_2014_%2822117986076%29.jpg,"Atlético Mineiro, Cruzeiro EC",109.0,109.0,0.0,"61,443",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
110,King Fahd International Stadium,61781.0,West Asia,Saudi Arabia,Riyadh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%95%E3%82%A1%E3%83%8F%E3%83%89%E5%9B%BD%E9%9A%9B%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%A2%E3%83%A0.jpg/220px-%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%95%E3%82%A1%E3%83%8F%E3%83%89%E5%9B%BD%E9%9A%9B%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%A2%E3%83%A0.jpg,"Saudi Arabia national football team, Al-Hilal, Al-Nassr, Al-Shabab",110.0,110.0,0.0,"61,276",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
111,Soldier Field,61500.0,North America,United States,Chicago,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/The_Refurbished_Soldier_Field.jpg/220px-The_Refurbished_Soldier_Field.jpg,Chicago Bears,111.0,111.0,0.0,"60,720",Europe,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
112,Nanjing Olympic Sports Centre Stadium,61443.0,East Asia,China,"Nanjing, Jiangsu",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Nanjing_Olympic_Sports_Center_inner_view_%282016%29.jpg/220px-Nanjing_Olympic_Sports_Center_inner_view_%282016%29.jpg,,112.0,112.0,0.0,"60,491",Africa,Nigeria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.82517,12.4735675
113,Estadio Benito Villamarín,60720.0,Europe,Spain,Seville,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Estadio_Benito_Villamar%C3%ADn_2018001.jpg/220px-Estadio_Benito_Villamar%C3%ADn_2018001.jpg,Real Betis,113.0,113.0,0.0,"60,469",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
114,Abuja Stadium,60491.0,Africa,Nigeria,Abuja,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Football_heaven.jpg/220px-Football_heaven.jpg,Nigeria national football team,114.0,114.0,0.0,"60,411",Europe,Scotland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
115,MHPArena,60469.0,Europe,Germany,Stuttgart,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Neckarstadion_2011.jpg/220px-Neckarstadion_2011.jpg,VfB Stuttgart,115.0,115.0,0.0,"60,370",South America,Peru,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.915974999999996,-95.78003957142857
116,Celtic Park,60411.0,Europe,Scotland,Glasgow,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Celtic_park_2.jpg/220px-Celtic_park_2.jpg,Celtic FC,116.0,116.0,0.0,"60,338",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
117,Emirates Stadium,60338.0,Europe,England,London,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Emirates_Stadium_-_East_stand_Club_Level.jpg/220px-Emirates_Stadium_-_East_stand_Club_Level.jpg,Arsenal F.C.,117.0,117.0,0.0,"60,334",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
118,Shenzhen Universiade Sports Centre,60334.0,East Asia,China,"Shenzhen, Guangdong",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/%E6%B7%B1%E5%9C%B3%E9%BE%99%E5%B2%97%E5%A4%A7%E8%BF%90%E4%B8%AD%E5%BF%83%E4%BD%93%E8%82%B2%E9%A6%86%E5%86%85%E9%83%A8.jpg/220px-%E6%B7%B1%E5%9C%B3%E9%BE%99%E5%B2%97%E5%A4%A7%E8%BF%90%E4%B8%AD%E5%BF%83%E4%BD%93%E8%82%B2%E9%A6%86%E5%86%85%E9%83%A8.jpg,,118.0,118.0,0.0,"60,235",South America,Uruguay,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.46658982978723,-84.18220490425531
119,Stadio Diego Armando Maradona,60240.0,Europe,Italy,Naples,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Braciere_olimpico_XXX_Universiade_Napoli_2019.jpg/220px-Braciere_olimpico_XXX_Universiade_Napoli_2019.jpg,Napoli,119.0,119.0,0.0,"60,044",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.91597357142857,-95.77997687755102
120,Estadio Centenario,60235.0,South America,Uruguay,Montevideo,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Estadio_Centenario_2021.jpg/220px-Estadio_Centenario_2021.jpg,Uruguay national football team,120.0,120.0,0.0,"60,000",West Asia,Qatar,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
121,Estádio do Arruda,60044.0,South America,Brazil,"Recife, Pernambuco",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Arruda_em_novembro_de_2013.JPG/220px-Arruda_em_novembro_de_2013.JPG,Santa Cruz FC,121.0,121.0,0.0,"60,000",Africa,Tanzania,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,51.51045165,-0.23034867335013337
122,Al-Bayt Stadium,60000.0,West Asia,Qatar,Al Khor,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Al_Bayt_Stadium_architecture.jpg/220px-Al_Bayt_Stadium_architecture.jpg,,122.0,122.0,0.0,"60,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
123,Benjamin Mkapa National Stadium,60000.0,Africa,Tanzania,Dar es-Salaam,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Tanzania_National_Main_Stadium_Aerial.jpg/220px-Tanzania_National_Main_Stadium_Aerial.jpg,"Tanzania national football team, Young Africans",123.0,123.0,0.0,"60,000",West Asia,Kuwait,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
